dateHour,pageViews,organicSearches,sessions
2019063000,30,4,18
2019063001,46,8,29
2019063002,28,6,19
2019063003,19,6,12
2019063004,35,9,28
2019063005,22,1,14
2019063006,24,8,20
2019063007,46,9,26
2019063008,53,4,29
2019063009,45,9,28
2019063010,51,8,29
2019063011,43,9,31
2019063012,30,7,21
2019063013,25,7,20
2019063014,20,5,20
2019063015,33,8,21
2019063016,36,8,23
2019063017,32,6,22
2019063018,13,1,11
2019063019,25,5,19
2019063020,28,7,24
2019063021,41,5,28
2019063022,37,11,26
2019063023,26,5,20
2019070100,41,6,37
2019070101,37,11,31
2019070102,46,9,29
2019070103,82,23,51
2019070104,74,17,44
2019070105,60,21,40
2019070106,64,14,42
2019070107,63,17,36
2019070108,59,17,42
2019070109,84,17,55
2019070110,82,30,59
2019070111,65,14,47
2019070112,49,15,33
2019070113,60,15,46
2019070114,67,14,46
2019070115,48,15,40
2019070116,71,16,52
2019070117,57,18,42
2019070118,35,10,29
2019070119,27,3,17
2019070120,28,10,23
2019070121,33,8,22
2019070122,49,11,27
2019070123,45,9,25
2019070200,46,15,34
2019070201,29,12,25
2019070202,41,10,23
2019070203,81,23,44
2019070204,67,19,41
2019070205,50,11,30
2019070206,44,11,26
2019070207,64,17,50
2019070208,80,21,55
2019070209,46,17,35
2019070210,86,24,60
2019070211,76,18,49
2019070212,52,16,39
2019070213,89,19,41
2019070214,376,39,151
2019070215,254,35,96
2019070216,105,13,57
2019070217,90,13,49
2019070218,57,17,41
2019070219,54,12,28
2019070220,47,7,18
2019070221,41,4,18
2019070222,49,10,33
2019070223,77,10,37
2019070300,52,7,41
2019070301,65,11,42
2019070302,63,9,35
2019070303,76,16,47
2019070304,74,13,50
2019070305,54,15,45
2019070306,81,12,44
2019070307,106,14,47
2019070308,94,16,57
2019070309,252,16,109
2019070310,132,12,82
2019070311,135,29,78
2019070312,130,23,62
2019070313,76,16,53
2019070314,82,14,57
2019070315,70,14,43
2019070316,54,11,42
2019070317,44,15,32
2019070318,32,8,29
2019070319,59,5,34
2019070320,45,7,33
2019070321,47,8,21
2019070322,40,8,24
2019070323,45,8,25
2019070400,32,13,29
2019070401,49,10,32
2019070402,47,14,33
2019070403,66,15,38
2019070404,85,13,44
2019070405,74,20,44
2019070406,108,9,35
2019070407,103,12,47
2019070408,84,15,46
2019070409,102,18,57
2019070410,88,18,54
2019070411,77,15,46
2019070412,39,13,35
2019070413,50,5,29
2019070414,58,9,29
2019070415,56,14,38
2019070416,52,13,34
2019070417,35,7,17
2019070418,30,5,17
2019070419,34,6,18
2019070420,20,1,18
2019070421,38,6,18
2019070422,18,3,12
2019070423,40,5,22
2019070500,38,5,25
2019070501,49,13,31
2019070502,45,13,29
2019070503,62,17,45
2019070504,29,12,23
2019070505,64,17,39
2019070506,56,14,37
2019070507,76,16,45
2019070508,78,14,39
2019070509,128,14,94
2019070510,117,14,57
2019070511,67,11,41
2019070512,139,13,89
2019070513,85,10,59
2019070514,93,9,61
2019070515,64,10,51
2019070516,65,10,39
2019070517,56,7,33
2019070518,48,8,39
2019070519,32,9,21
2019070520,46,3,18
2019070521,19,2,15
2019070522,21,2,14
2019070523,66,9,33
2019070600,26,6,21
2019070601,53,7,35
2019070602,67,8,29
2019070603,54,9,30
2019070604,52,7,26
2019070605,21,4,15
2019070606,49,9,29
2019070607,62,7,23
2019070608,60,9,35
2019070609,63,11,32
2019070610,57,13,44
2019070611,59,7,35
2019070612,55,8,38
2019070613,44,8,35
2019070614,48,8,35
2019070615,54,8,31
2019070616,40,5,27
2019070617,39,1,19
2019070618,21,7,19
2019070619,39,8,19
2019070620,41,6,21
2019070621,40,3,19
2019070622,28,6,14
2019070623,16,7,13
2019070700,15,3,15
2019070701,22,5,17
2019070702,36,5,22
2019070703,17,4,14
2019070704,41,7,30
2019070705,23,5,12
2019070706,60,4,24
2019070707,62,4,30
2019070708,64,8,30
2019070709,43,6,26
2019070710,44,18,38
2019070711,59,10,24
2019070712,39,10,23
2019070713,51,9,25
2019070714,41,9,28
2019070715,34,13,25
2019070716,48,4,27
2019070717,52,11,28
2019070718,26,6,20
2019070719,32,9,27
2019070720,50,9,22
2019070721,18,7,16
2019070722,22,10,21
2019070723,24,6,27
2019070800,54,11,34
2019070801,55,14,41
2019070802,37,8,27
2019070803,58,9,40
2019070804,89,13,42
2019070805,53,14,34
2019070806,86,25,56
2019070807,104,15,44
2019070808,76,18,43
2019070809,216,28,137
2019070810,213,23,143
2019070811,140,14,101
2019070812,158,22,94
2019070813,151,11,83
2019070814,111,20,79
2019070815,127,16,70
2019070816,115,12,71
2019070817,72,16,50
2019070818,73,16,50
2019070819,69,16,50
2019070820,72,12,47
2019070821,95,9,56
2019070822,91,17,52
2019070823,58,10,41
2019070900,101,13,65
2019070901,77,8,52
2019070902,85,19,69
2019070903,94,16,68
2019070904,82,21,60
2019070905,95,20,65
2019070906,53,14,38
2019070907,86,13,55
2019070908,161,21,103
2019070909,184,22,112
2019070910,148,17,103
2019070911,149,24,91
2019070912,133,15,74
2019070913,99,21,83
2019070914,93,9,70
2019070915,101,12,61
2019070916,86,14,68
2019070917,54,17,46
2019070918,59,13,42
2019070919,62,9,40
2019070920,78,8,43
2019070921,66,11,49
2019070922,50,10,38
2019070923,58,9,44
2019071000,56,10,48
2019071001,68,10,48
2019071002,57,17,45
2019071003,70,18,46
2019071004,68,8,48
2019071005,76,14,45
2019071006,59,13,43
2019071007,54,8,27
2019071008,101,12,47
2019071009,98,19,63
2019071010,85,13,60
2019071011,91,17,60
2019071012,82,15,61
2019071013,90,22,57
2019071014,141,29,71
2019071015,150,23,64
2019071016,72,20,52
2019071017,78,20,42
2019071018,43,11,37
2019071019,36,10,27
2019071020,30,5,20
2019071021,41,8,29
2019071022,38,12,25
2019071023,44,10,23
2019071100,31,9,30
2019071101,44,6,27
2019071102,79,15,47
2019071103,45,11,31
2019071104,67,18,45
2019071105,74,24,53
2019071106,56,12,43
2019071107,100,17,49
2019071108,109,17,49
2019071109,141,20,87
2019071110,99,28,63
2019071111,79,15,53
2019071112,54,13,36
2019071113,58,18,45
2019071114,84,26,54
2019071115,55,14,43
2019071116,62,16,43
2019071117,39,14,35
2019071118,24,8,22
2019071119,38,11,33
2019071120,21,7,19
2019071121,59,6,33
2019071122,47,14,29
2019071123,50,7,22
2019071200,62,11,31
2019071201,38,9,31
2019071202,40,7,27
2019071203,31,15,24
2019071204,66,15,43
2019071205,106,24,54
2019071206,78,12,45
2019071207,57,10,40
2019071208,68,14,48
2019071209,71,15,42
2019071210,87,21,62
2019071211,57,17,47
2019071212,65,14,40
2019071213,60,11,40
2019071214,38,13,36
2019071215,84,16,43
2019071216,73,11,63
2019071217,52,9,33
2019071218,41,11,27
2019071219,45,6,27
2019071220,22,2,13
2019071221,32,2,16
2019071222,52,9,34
2019071223,36,5,22
2019071300,27,3,18
2019071301,30,5,19
2019071302,31,7,17
2019071303,39,11,29
2019071304,24,6,16
2019071305,26,5,13
2019071306,23,2,17
2019071307,27,4,22
2019071308,52,11,30
2019071309,32,2,23
2019071310,35,7,28
2019071311,42,7,29
2019071312,39,7,25
2019071313,43,7,25
2019071314,56,8,28
2019071315,37,6,21
2019071316,17,3,12
2019071317,40,7,21
2019071318,37,4,16
2019071319,15,2,12
2019071320,45,3,15
2019071321,43,8,21
2019071322,17,4,16
2019071323,14,3,14
2019071400,21,2,16
2019071401,25,4,12
2019071402,21,6,16
2019071403,41,6,23
2019071404,38,6,25
2019071405,16,8,18
2019071406,18,5,14
2019071407,32,6,21
2019071408,68,9,29
2019071409,49,11,22
2019071410,22,7,23
2019071411,37,10,26
2019071412,21,5,16
2019071413,33,7,23
2019071414,22,5,21
2019071415,33,7,23
2019071416,66,14,26
2019071417,32,7,23
2019071418,53,7,21
2019071419,50,6,16
2019071420,47,8,23
2019071421,60,6,21
2019071422,43,3,20
2019071423,31,7,22
2019071500,32,9,18
2019071501,32,10,26
2019071502,46,17,28
2019071503,59,14,37
2019071504,53,20,40
2019071505,51,17,38
2019071506,52,20,35
2019071507,50,11,28
2019071508,82,14,42
2019071509,84,27,50
2019071510,97,24,62
2019071511,84,22,43
2019071512,81,14,48
2019071513,90,18,44
2019071514,59,13,39
2019071515,66,15,39
2019071516,88,9,30
2019071517,46,21,34
2019071518,30,3,17
2019071519,33,6,27
2019071520,24,1,17
2019071521,27,5,21
2019071522,33,9,31
2019071523,49,10,30
2019071600,26,10,25
2019071601,33,10,27
2019071602,29,6,21
2019071603,69,11,38
2019071604,74,26,50
2019071605,40,16,31
2019071606,61,17,36
2019071607,58,16,38
2019071608,98,18,55
2019071609,73,21,51
2019071610,95,25,53
2019071611,80,22,63
2019071612,74,16,40
2019071613,56,13,43
2019071614,51,14,40
2019071615,51,19,45
2019071616,68,18,36
2019071617,58,10,29
2019071618,43,8,29
2019071619,31,9,22
2019071620,38,13,30
2019071621,44,6,27
2019071622,41,9,25
2019071623,53,10,42
2019071700,33,10,23
2019071701,40,10,31
2019071702,68,14,39
2019071703,87,12,38
2019071704,62,20,44
2019071705,45,16,29
2019071706,39,8,25
2019071707,50,16,39
2019071708,103,17,62
2019071709,129,16,67
2019071710,84,25,61
2019071711,96,22,65
2019071712,71,20,51
2019071713,103,20,58
2019071714,220,28,132
2019071715,144,20,84
2019071716,67,15,52
2019071717,79,17,43
2019071718,65,8,41
2019071719,71,15,49
2019071720,58,5,45
2019071721,97,17,49
2019071722,60,3,37
2019071723,63,8,42
2019071800,59,16,46
2019071801,74,11,43
2019071802,66,10,43
2019071803,73,17,60
2019071804,97,11,55
2019071805,175,14,54
2019071806,108,10,54
2019071807,128,17,65
2019071808,132,20,64
2019071809,484,26,173
2019071810,197,19,83
2019071811,199,22,100
2019071812,103,19,59
2019071813,105,16,53
2019071814,127,20,76
2019071815,92,10,63
2019071816,90,19,67
2019071817,80,11,55
2019071818,51,10,33
2019071819,34,9,26
2019071820,65,12,48
2019071821,80,10,50
2019071822,132,21,62
2019071823,83,19,55
2019071900,69,10,40
2019071901,60,14,39
2019071902,52,16,38
2019071903,84,18,47
2019071904,83,22,61
2019071905,62,21,54
2019071906,69,11,37
2019071907,64,11,42
2019071908,64,17,46
2019071909,93,16,65
2019071910,120,18,55
2019071911,81,17,46
2019071912,86,13,56
2019071913,52,12,36
2019071914,61,14,37
2019071915,86,18,48
2019071916,52,10,41
2019071917,36,11,24
2019071918,40,8,24
2019071919,49,6,23
2019071920,40,4,24
2019071921,25,3,17
2019071922,53,5,25
2019071923,34,7,29
2019072000,20,3,21
2019072001,27,6,20
2019072002,31,5,21
2019072003,44,6,22
2019072004,35,2,17
2019072005,24,6,16
2019072006,31,8,20
2019072007,40,12,27
2019072008,31,6,23
2019072009,72,12,32
2019072010,46,11,31
2019072011,24,6,20
2019072012,75,13,38
2019072013,41,14,25
2019072014,44,10,28
2019072015,12,2,15
2019072016,31,7,27
2019072017,29,8,21
2019072018,29,6,21
2019072019,42,13,27
2019072020,23,2,13
2019072021,23,5,21
2019072022,24,3,17
2019072023,18,7,16
2019072100,61,8,28
2019072101,24,6,17
2019072102,21,6,16
2019072103,13,5,9
2019072104,22,7,17
2019072105,41,7,20
2019072106,29,10,21
2019072107,31,11,19
2019072108,49,9,26
2019072109,52,9,28
2019072110,56,9,31
2019072111,33,6,23
2019072112,43,10,31
2019072113,49,9,28
2019072114,53,6,28
2019072115,25,7,17
2019072116,30,4,21
2019072117,55,10,31
2019072118,23,4,18
2019072119,21,5,17
2019072120,40,7,31
2019072121,40,8,25
2019072122,63,10,37
2019072123,36,6,23
2019072200,44,9,28
2019072201,85,16,67
2019072202,89,13,56
2019072203,94,13,54
2019072204,73,13,45
2019072205,57,14,40
2019072206,57,18,46
2019072207,76,20,54
2019072208,123,28,74
2019072209,124,18,63
2019072210,162,23,81
2019072211,286,22,178
2019072212,249,26,170
2019072213,195,17,138
2019072214,165,19,107
2019072215,160,18,113
2019072216,235,16,127
2019072217,147,22,109
2019072218,131,9,83
2019072219,134,6,92
2019072220,127,8,86
2019072221,124,8,88
2019072222,132,14,103
2019072223,114,13,73
2019072300,129,12,104
2019072301,122,14,87
2019072302,171,14,108
2019072303,129,15,82
2019072304,116,22,81
2019072305,107,19,75
2019072306,104,12,82
2019072307,126,13,79
2019072308,139,20,94
2019072309,206,29,130
2019072310,196,37,134
2019072311,154,23,88
2019072312,137,24,95
2019072313,103,19,77
2019072314,139,22,87
2019072315,116,23,80
2019072316,127,16,88
2019072317,58,10,47
2019072318,75,7,49
2019072319,49,6,29
2019072320,44,11,37
2019072321,60,12,41
2019072322,55,11,44
2019072323,99,14,59
2019072400,71,7,48
2019072401,76,16,60
2019072402,74,13,53
2019072403,82,18,57
2019072404,87,11,47
2019072405,79,17,64
2019072406,78,15,55
2019072407,148,20,72
2019072408,91,19,58
2019072409,129,23,71
2019072410,124,16,71
2019072411,105,24,67
2019072412,61,13,48
2019072413,69,16,59
2019072414,89,17,57
2019072415,97,15,47
2019072416,71,13,47
2019072417,33,9,20
2019072418,44,8,26
2019072419,41,9,28
2019072420,40,5,31
2019072421,49,15,39
2019072422,38,6,26
2019072423,41,15,37
2019072500,32,7,25
2019072501,39,9,28
2019072502,81,17,41
2019072503,43,7,28
2019072504,69,18,51
2019072505,62,13,46
2019072506,35,9,29
2019072507,76,20,48
2019072508,91,20,53
2019072509,122,20,76
2019072510,153,36,87
2019072511,74,20,59
2019072512,94,16,56
2019072513,75,13,51
2019072514,75,13,48
2019072515,68,19,52
2019072516,89,21,56
2019072517,41,13,30
2019072518,46,13,38
2019072519,37,7,21
2019072520,23,3,13
2019072521,30,6,24
2019072522,53,14,38
2019072523,54,9,29
2019072600,36,9,28
2019072601,31,12,28
2019072602,59,15,42
2019072603,50,10,35
2019072604,68,19,41
2019072605,68,18,45
2019072606,79,19,49
2019072607,70,24,50
2019072608,101,18,63
2019072609,115,23,87
2019072610,82,20,51
2019072611,60,10,40
2019072612,62,13,48
2019072613,77,13,41
2019072614,97,19,54
2019072615,68,9,38
2019072616,54,14,39
2019072617,40,11,34
2019072618,26,7,18
2019072619,29,9,20
2019072620,32,7,25
2019072621,49,6,29
2019072622,59,5,21
2019072623,40,11,23
2019072700,40,7,20
2019072701,32,8,22
2019072702,21,5,13
2019072703,39,8,31
2019072704,31,2,19
2019072705,42,11,23
2019072706,54,7,21
2019072707,52,5,26
2019072708,40,8,25
2019072709,48,6,32
2019072710,36,11,30
2019072711,55,9,32
2019072712,66,8,28
2019072713,45,5,19
2019072714,49,9,27
2019072715,47,8,28
2019072716,56,8,28
2019072717,34,13,26
2019072718,29,10,20
2019072719,42,9,23
2019072720,14,2,8
2019072721,32,9,19
2019072722,38,8,24
2019072723,24,5,11
2019072800,34,6,24
2019072801,22,3,14
2019072802,29,5,20
2019072803,46,17,33
2019072804,33,6,19
2019072805,39,10,26
2019072806,24,6,17
2019072807,32,6,20
2019072808,30,3,22
2019072809,73,13,56
2019072810,46,6,29
2019072811,41,7,33
2019072812,89,12,42
2019072813,65,11,39
2019072814,47,8,23
2019072815,32,10,28
2019072816,90,11,36
2019072817,39,13,30
2019072818,25,8,19
2019072819,23,9,19
2019072820,44,12,29
2019072821,53,11,23
2019072822,42,12,27
2019072823,43,9,26
2019072900,43,11,30
2019072901,53,11,24
2019072902,42,10,30
2019072903,70,12,49
2019072904,92,19,42
2019072905,67,20,51
2019072906,51,19,42
2019072907,85,28,49
2019072908,64,21,44
2019072909,97,25,63
2019072910,102,25,58
2019072911,111,29,66
2019072912,112,27,66
2019072913,66,20,43
2019072914,92,19,50
2019072915,46,20,38
2019072916,48,20,42
2019072917,50,17,40
2019072918,55,18,39
2019072919,25,5,15
2019072920,31,7,21
2019072921,49,11,35
2019072922,52,11,29
2019072923,62,15,35
2019073000,23,6,22
2019073001,47,12,30
2019073002,47,11,31
2019073003,39,15,27
2019073004,58,16,45
2019073005,67,21,40
2019073006,59,24,48
2019073007,44,15,37
2019073008,82,25,54
2019073009,107,26,51
2019073010,77,25,58
2019073011,68,21,49
2019073012,50,17,42
2019073013,81,18,46
2019073014,107,19,84
2019073015,107,20,67
2019073016,79,15,44
2019073017,55,14,38
2019073018,40,11,31
2019073019,20,5,18
2019073020,23,9,18
2019073021,54,11,35
2019073022,39,9,24
2019073023,44,6,26
2019073100,49,12,33
2019073101,54,11,32
2019073102,44,12,35
2019073103,88,16,45
2019073104,45,13,33
2019073105,59,26,48
2019073106,54,16,40
2019073107,44,13,32
2019073108,51,15,38
2019073109,286,18,94
2019073110,173,23,108
2019073111,106,20,75
2019073112,97,20,59
2019073113,121,23,68
2019073114,80,22,46
2019073115,57,11,38
2019073116,68,19,44
2019073117,67,15,37
2019073118,31,8,24
2019073119,72,20,44
2019073120,35,7,24
2019073121,41,7,24
2019073122,31,6,26
2019073123,54,11,36
2019080100,29,13,28
2019080101,40,10,27
2019080102,46,10,27
2019080103,70,17,49
2019080104,59,13,34
2019080105,70,25,43
2019080106,89,18,46
2019080107,77,13,36
2019080108,70,9,46
2019080109,85,24,61
2019080110,94,18,64
2019080111,71,20,54
2019080112,63,21,51
2019080113,70,20,51
2019080114,39,13,34
2019080115,57,9,35
2019080116,53,17,41
2019080117,57,13,34
2019080118,49,8,27
2019080119,37,4,19
2019080120,41,7,20
2019080121,34,6,18
2019080122,35,10,27
2019080123,44,13,31
2019080200,26,10,23
2019080201,22,7,19
2019080202,40,7,28
2019080203,34,12,23
2019080204,68,18,45
2019080205,37,16,30
2019080206,51,7,26
2019080207,51,15,32
2019080208,64,11,57
2019080209,103,15,63
2019080210,84,17,59
2019080211,91,18,52
2019080212,58,17,46
2019080213,63,14,43
2019080214,43,13,31
2019080215,59,12,38
2019080216,32,5,26
2019080217,46,7,24
2019080218,21,9,19
2019080219,37,4,15
2019080220,20,3,12
2019080221,29,7,14
2019080222,80,12,36
2019080223,28,6,13
2019080300,20,9,17
2019080301,10,5,9
2019080302,42,10,25
2019080303,26,6,16
2019080304,14,3,13
2019080305,29,9,19
2019080306,37,8,25
2019080307,37,5,19
2019080308,33,6,19
2019080309,48,10,35
2019080310,66,13,28
2019080311,29,5,21
2019080312,32,9,18
2019080313,43,7,29
2019080314,31,6,26
2019080315,42,5,23
2019080316,40,6,20
2019080317,40,10,24
2019080318,22,2,18
2019080319,22,8,14
2019080320,22,4,15
2019080321,18,3,14
2019080322,19,5,12
2019080323,12,5,14
2019080400,27,5,18
2019080401,24,5,18
2019080402,34,9,18
2019080403,38,6,23
2019080404,34,4,19
2019080405,31,8,23
2019080406,20,5,14
2019080407,33,9,24
2019080408,45,5,20
2019080409,14,6,15
2019080410,48,10,24
2019080411,45,11,32
2019080412,26,9,20
2019080413,50,14,27
2019080414,34,8,22
2019080415,30,10,25
2019080416,40,6,20
2019080417,39,11,28
2019080418,16,6,14
2019080419,48,10,28
2019080420,35,6,21
2019080421,46,8,26
2019080422,25,6,21
2019080423,29,4,15
2019080500,28,6,17
2019080501,44,12,31
2019080502,41,7,29
2019080503,61,13,37
2019080504,55,13,39
2019080505,45,17,35
2019080506,67,18,41
2019080507,78,21,45
2019080508,102,22,46
2019080509,112,17,74
2019080510,89,17,67
2019080511,105,19,82
2019080512,80,11,46
2019080513,98,15,53
2019080514,75,16,46
2019080515,57,19,47
2019080516,87,17,44
2019080517,39,11,27
2019080518,34,5,21
2019080519,25,9,17
2019080520,32,6,26
2019080521,33,8,27
2019080522,47,9,34
2019080523,27,12,23
2019080600,29,13,28
2019080601,42,10,25
2019080602,74,17,41
2019080603,66,16,40
2019080604,39,8,25
2019080605,35,14,33
2019080606,70,19,40
2019080607,49,10,26
2019080608,73,19,46
2019080609,102,23,67
2019080610,88,22,65
2019080611,73,18,57
2019080612,74,19,48
2019080613,61,20,48
2019080614,77,14,45
2019080615,69,15,39
2019080616,61,18,42
2019080617,66,17,41
2019080618,30,9,17
2019080619,24,5,20
2019080620,14,5,14
2019080621,21,7,18
2019080622,47,10,29
2019080623,39,3,24
2019080700,47,7,29
2019080701,49,9,28
2019080702,36,12,28
2019080703,53,17,40
2019080704,81,20,40
2019080705,99,16,45
2019080706,108,13,73
2019080707,139,22,97
2019080708,116,17,86
2019080709,231,19,176
2019080710,200,20,126
2019080711,193,28,141
2019080712,158,20,108
2019080713,148,28,91
2019080714,133,15,81
2019080715,92,7,69
2019080716,96,14,76
2019080717,84,9,68
2019080718,86,12,67
2019080719,89,5,69
2019080720,85,6,65
2019080721,66,8,45
2019080722,74,9,57
2019080723,82,10,54
2019080800,87,7,50
2019080801,94,11,67
2019080802,118,19,74
2019080803,106,15,68
2019080804,97,16,73
2019080805,104,16,72
2019080806,99,17,71
2019080807,113,14,88
2019080808,120,16,79
2019080809,129,15,97
2019080810,110,12,82
2019080811,120,19,92
2019080812,109,13,86
2019080813,140,17,76
2019080814,96,11,64
2019080815,93,22,71
2019080816,71,10,45
2019080817,124,7,65
2019080818,64,11,46
2019080819,35,8,26
2019080820,39,4,27
2019080821,38,4,30
2019080822,34,6,25
2019080823,50,8,37
2019080900,88,15,54
2019080901,57,12,43
2019080902,54,14,40
2019080903,52,11,41
2019080904,90,22,66
2019080905,62,12,47
2019080906,57,14,38
2019080907,62,16,42
2019080908,69,16,42
2019080909,106,21,73
2019080910,89,15,55
2019080911,70,16,56
2019080912,61,11,40
2019080913,65,12,48
2019080914,108,14,69
2019080915,91,20,69
2019080916,106,16,74
2019080917,71,13,43
2019080918,39,7,28
2019080919,29,7,23
2019080920,25,4,18
2019080921,33,3,20
2019080922,38,9,28
2019080923,57,6,30
2019081000,55,9,33
2019081001,48,6,25
2019081002,38,5,23
2019081003,37,6,28
2019081004,55,5,37
2019081005,49,12,35
2019081006,22,6,19
2019081007,41,9,30
2019081008,43,11,34
2019081009,71,3,52
2019081010,59,1,32
2019081011,47,5,36
2019081012,50,5,32
2019081013,78,7,40
2019081014,26,5,24
2019081015,53,11,32
2019081016,32,3,23
2019081017,38,4,24
2019081018,20,3,16
2019081019,30,7,23
2019081020,20,2,19
2019081021,28,7,20
2019081022,33,3,20
2019081023,33,6,23
2019081100,17,4,16
2019081101,12,4,14
2019081102,32,3,20
2019081103,67,8,32
2019081104,36,6,23
2019081105,21,5,18
2019081106,30,10,26
2019081107,23,7,15
2019081108,57,10,36
2019081109,42,6,31
2019081110,60,9,31
2019081111,42,11,38
2019081112,30,6,23
2019081113,48,7,34
2019081114,46,11,33
2019081115,27,3,14
2019081116,29,7,27
2019081117,34,9,25
2019081118,16,0,11
2019081119,26,4,18
2019081120,57,8,31
2019081121,21,6,19
2019081122,42,10,29
2019081123,35,3,17
2019081200,51,15,33
2019081201,29,11,23
2019081202,63,17,39
2019081203,80,17,50
2019081204,56,10,39
2019081205,50,18,38
2019081206,42,15,37
2019081207,53,10,41
2019081208,76,17,59
2019081209,110,20,72
2019081210,109,17,55
2019081211,79,18,50
2019081212,65,16,41
2019081213,84,24,47
2019081214,64,20,51
2019081215,53,14,36
2019081216,47,15,39
2019081217,54,14,34
2019081218,49,10,32
2019081219,59,10,30
2019081220,29,6,18
2019081221,43,6,28
2019081222,37,10,29
2019081223,22,7,20
2019081300,31,5,25
2019081301,38,8,24
2019081302,57,15,37
2019081303,65,17,45
2019081304,60,12,35
2019081305,72,31,52
2019081306,64,12,35
2019081307,50,17,34
2019081308,81,25,57
2019081309,97,22,72
2019081310,80,20,59
2019081311,81,23,58
2019081312,58,14,45
2019081313,72,16,42
2019081314,152,24,87
2019081315,146,15,77
2019081316,99,11,41
2019081317,49,11,33
2019081318,39,2,18
2019081319,38,7,22
2019081320,54,10,35
2019081321,50,11,29
2019081322,30,8,18
2019081323,49,7,27
2019081400,80,4,35
2019081401,45,13,33
2019081402,35,10,27
2019081403,42,10,32
2019081404,29,8,26
2019081405,41,9,25
2019081406,70,19,43
2019081407,52,13,38
2019081408,286,10,126
2019081409,119,18,72
2019081410,112,18,70
2019081411,94,19,55
2019081412,76,21,54
2019081413,70,16,39
2019081414,64,10,46
2019081415,95,10,50
2019081416,73,8,36
2019081417,40,8,34
2019081418,28,8,25
2019081419,36,11,25
2019081420,41,7,22
2019081421,41,10,25
2019081422,31,3,15
2019081423,37,8,24
2019081500,64,7,22
2019081501,66,11,36
2019081502,38,13,29
2019081503,89,10,33
2019081504,41,10,33
2019081505,46,5,33
2019081506,61,7,32
2019081507,96,12,41
2019081508,92,16,43
2019081509,126,18,59
2019081510,393,19,278
2019081511,236,11,172
2019081512,167,18,123
2019081513,152,17,111
2019081514,193,25,119
2019081515,219,24,157
2019081516,174,15,119
2019081517,131,14,91
2019081518,117,12,86
2019081519,701,9,668
2019081520,136,9,94
2019081521,107,5,71
2019081522,120,10,89
2019081523,106,9,79
2019081600,112,8,86
2019081601,166,14,102
2019081602,121,16,94
2019081603,138,15,104
2019081604,118,17,88
2019081605,130,13,88
2019081606,130,10,88
2019081607,139,14,82
2019081608,129,12,94
2019081609,210,20,136
2019081610,188,22,140
2019081611,151,18,114
2019081612,148,12,93
2019081613,138,11,84
2019081614,105,14,74
2019081615,90,10,67
2019081616,76,11,62
2019081617,59,9,46
2019081618,37,5,31
2019081619,42,5,27
2019081620,48,9,30
2019081621,43,4,34
2019081622,42,4,23
2019081623,31,3,23
2019081700,25,4,24
2019081701,42,6,30
2019081702,50,10,30
2019081703,42,8,28
2019081704,49,10,28
2019081705,43,6,38
2019081706,41,7,31
2019081707,35,9,29
2019081708,60,8,34
2019081709,47,6,40
2019081710,92,16,63
2019081711,55,5,44
2019081712,64,6,40
2019081713,82,6,44
2019081714,64,7,44
2019081715,45,7,33
2019081716,42,9,29
2019081717,47,5,29
2019081718,36,5,27
2019081719,37,6,34
2019081720,46,3,34
2019081721,40,4,22
2019081722,49,6,28
2019081723,41,5,28
2019081800,46,9,29
2019081801,86,5,38
2019081802,58,6,33
2019081803,32,4,22
2019081804,42,9,33
2019081805,87,10,42
2019081806,72,6,38
2019081807,57,7,31
2019081808,84,8,41
2019081809,78,10,51
2019081810,71,5,56
2019081811,49,4,36
2019081812,59,9,46
2019081813,64,7,45
2019081814,64,12,44
2019081815,88,12,51
2019081816,82,11,63
2019081817,62,11,52
2019081818,67,9,53
2019081819,92,10,71
2019081820,124,11,86
2019081821,117,12,76
2019081822,101,11,64
2019081823,89,11,66
2019081900,110,10,71
2019081901,110,12,70
2019081902,108,16,80
2019081903,93,13,74
2019081904,100,17,76
2019081905,96,19,68
2019081906,102,24,68
2019081907,133,21,73
2019081908,128,19,84
2019081909,207,19,133
2019081910,285,14,169
2019081911,258,22,165
2019081912,199,21,122
2019081913,209,25,127
2019081914,140,18,93
2019081915,112,15,66
2019081916,112,17,86
2019081917,117,13,72
2019081918,81,10,53
2019081919,79,11,49
2019081920,85,7,58
2019081921,127,15,61
2019081922,71,7,47
2019081923,84,17,60
2019082000,96,8,45
2019082001,114,14,65
2019082002,105,7,54
2019082003,116,21,69
2019082004,111,17,53
2019082005,86,15,56
2019082006,83,13,50
2019082007,115,16,71
2019082008,139,19,69
2019082009,153,17,85
2019082010,119,24,83
2019082011,98,16,74
2019082012,91,21,67
2019082013,75,15,54
2019082014,89,20,55
2019082015,114,19,49
2019082016,69,14,53
2019082017,67,17,44
2019082018,28,5,25
2019082019,55,8,27
2019082020,29,6,24
2019082021,40,7,30
2019082022,43,10,26
2019082023,101,11,28
2019082100,31,8,25
2019082101,57,12,31
2019082102,76,21,57
2019082103,63,11,36
2019082104,65,16,48
2019082105,41,14,35
2019082106,63,14,43
2019082107,73,11,42
2019082108,86,12,49
2019082109,76,15,52
2019082110,120,21,70
2019082111,65,14,46
2019082112,121,19,57
2019082113,80,13,55
2019082114,86,14,57
2019082115,71,13,43
2019082116,77,20,57
2019082117,87,15,43
2019082118,46,12,29
2019082119,59,8,33
2019082120,53,11,26
2019082121,34,7,27
